번호,사업장명,도로명전체주소,소재지면적,X,Y
1590,주식회사 이마트 둔산점,대전광역시 서구 둔산북로 41 (둔산동),9623.17,127.3781994,36.3563924
1810,이천일아울렛 수원점,경기도 수원시 팔달구 중부대로 34-15 (인계동),8235.79,127.0204576,37.2753233
2624,홈플러스(주)안산고잔점,경기도 안산시 단원구 광덕대로 175 (고잔동),15909.39,126.8288912,37.3119235
2655,(주)이마트 고잔점,경기도 안산시 단원구 원포공원1로 46-0 (초지동),13872,126.8129766,37.3031237
3425,(주)이마트 연제점,부산광역시 연제구 연수로 89 (연산동),13800,129.0813305,35.176078
1780,(주)이마트 수원점,경기도 수원시 권선구 경수대로 270 (권선동),10907.67,127.020664,37.2506804
2015,삼성테스코(주)홈플러스 광주하남점,광주광역시 광산구 용아로 390 (하남동),9993,126.8053815,35.1779701
2016,삼성테스코(주) 홈플러스 광주하남점,광주광역시 광산구 용아로 390 (하남동),9993,126.8053815,35.1779701
3526,이마트 트레이더스 비산점,대구광역시 서구 팔달로 54 (비산동),9375.95,128.5560176,35.8898892
3529,홈플러스(주),대구광역시 서구 달구벌대로 1821 (내당동),8916.96,128.563607,35.8604708
3698,(주)이마트,강원도 태백시 굴거랑길 4 (화전동),3176.01,128.962077,37.1999282
1044,(주)이마트 역삼점,서울특별시 강남구 역삼로 310 (역삼동),5174,127.048347,37.499232
1054,롯데쇼핑(주) 롯데마트 이천점,"경기도 이천시 구만리로 191 (안흥동, 롯데캐슬 골드스카이)",14460.81,127.4545202,37.2745508
1058,(주)이마트이천점,경기도 이천시 이섭대천로 1440-50 (증포동),8879,127.4588823,37.2936833
1063,(주)이마트 여주점,경기도 여주시 세종로 151,7955.23,127.6356679,37.284267
1067,홈플러스 평택안중,경기도 평택시 안중읍 서동대로 1489,16000,126.9163861,36.9901567
1068,홈플러스 송탄점,경기도 평택시 경기대로 1103 (장당동),10343.35,127.0594877,37.0450477
1069,롯데쇼핑(주) 롯데마트 평택점,경기도 평택시 평택5로 30 (합정동),11450.91,127.1117367,36.9882918
1073,주)이마트평택점,경기도 평택시 영신로 29 (지제동),9364,127.0755267,37.0211768
1077,(주)이마트파주점,경기도 파주시 당하길 10 (당하동),9184.17,126.7510499,37.7469616
1078,(주)이마트 파주운정점,경기도 파주시 한울로 123 (동패동),10417.88,126.7450974,37.7103901
1079,홈플러스(주)파주문산점,경기도 파주시 문산읍 방촌로 1759,10326.4,126.7855296,37.869865
1080,신세계 이마트 파주점,경기도 파주시 교하동 당하길 10,0,126.7510499,37.7469616
1088,(주)이마트 트레이더스 구성점,경기도 용인시 기흥구 용구대로 2457 (보정동),10715,127.1053196,37.3048479
1089,(주)이마트 수지점,경기도 용인시 수지구 수지로 203 (신봉동),11448.84,127.083334,37.3197457
1091,(주)이마트 동백점,경기도 용인시 기흥구 동백죽전대로 444 (중동),6797.48,127.1516212,37.2780841
1095,(주)이마트 오산점,경기도 오산시 경기대로 181 (원동),11742,127.0727016,37.1406517
1096,롯데쇼핑(주) 롯데마트 오산점,경기도 오산시 경기대로 271 (오산동),8575,127.0730556,37.1494583
1097,코스트코홀세일 공세점,경기도 용인시 기흥구  탑실로  38 (공세동),13960.94,127.109026,37.2382763
1098,롯데쇼핑(주) 롯데마트 신갈점,경기도 용인시 기흥구 신갈로58번길 16 (신갈동),15152.38,127.1074315,37.2721724
1104,(주)이마트 흥덕점,경기도 용인시 기흥구 흥덕중앙로 60 (영덕동),9170.24,127.0733247,37.275749
1106,(주)농협유통하나로클럽 용인점,경기도 용인시 기흥구 중부대로 682 (상하동),4292.69,127.1361284,37.2661678
1111,(주) 이마트 충주점,"충청북도 충주시 중원대로 3420, 이마트 (문화동)",8429.86,127.9237733,36.9721524
1112,롯데쇼핑(주)롯데마트충주점,충청북도 충주시 봉계1길 49 (칠금동),9854.37,127.9144291,36.9819597
1116,롯데쇼핑(주) 롯데마트 제천점,충청북도 제천시 용두대로 111 (하소동),2996.85,128.2007763,37.1401347
1117,(주)이마트 제천점,충청북도 제천시 장평천로 11 (강제동),8257.41,128.2229125,37.1232079
1121,이마트 트레이더스 천안아산점,충청남도 아산시 배방읍 고속철대로 133,11107.3,127.1056762,36.7964374
1124,(주)이마트 아산점,충청남도 아산시 온천대로 1678 (풍기동),7087.63,127.0218759,36.7767634
1137,롯데쇼핑(주)롯데마트서산점,충청남도 서산시 충의로 25-12 (예천동),8324.71,126.4399905,36.77334
1138,이마트 서산점,"충청남도 서산시 서해로 3685 (잠홍동,외 7필지)",9972.4,126.4787076,36.7883403
1139,롯데쇼핑(주)롯데마트서산점,충청남도 서산시 충의로 27 (예천동),8324.71,126.4386306,36.7735655
1142,홈플러스(주)보령점,"충청남도 보령시 명암1길 17 (명천동, 홈플러스)",8967,126.6138624,36.3440495
1156,(주)메가마트 메가도매센터 천안점,충청남도 천안시 서북구 천안대로 1348 (신당동),9626,127.1523997,36.861708
1157,홈플러스(주) 천안신방점,충청남도 천안시 동남구 신촌1길 23 (신방동),14350,127.12054,36.7871311
1162,롯데쇼핑(주) 롯데마트 당진점,충청남도 당진시 정안로 20 (원당동),10356.86,126.6462921,36.9058163
1167,홈플러스(주) 논산점,충청남도 논산시 시민로 187 (내동),10121,127.0982976,36.1835351
1172,홈플러스(주)울산북구점,울산광역시 북구 신답로 26-0 (상안동),8510,129.3448249,35.630075
1173,홈플러스테스코(주),울산광역시 북구 상안동 322-9,8510,129.3448249,35.630075
1174,코스트코 홀세일 울산점,울산광역시 북구 효문동 진장유통로 78-12,12588.13,129.3588099,35.5770754
1177,롯데쇼핑(주)롯데마트 진장점,울산광역시 북구 진장유통로 64 (진장동),17669.2,129.3590122,35.5759916
1178,(주)이마트속초점,강원도 속초시 청호대교로 12 (청호동),19530,128.5919317,38.2070876
1179,속초농협하나로마트엑스포지점,강원도 속초시 동해대로 4202 (교동),4179.81,128.5789983,38.1945657
1182,(주)이마트 동해점,강원도 동해시 천곡로 100 (천곡동),6585.16,129.1171169,37.5240033
1190,홈플러스(주)삼척점,강원도 삼척시  중앙로  258 (당저동),13710.13,129.1682984,37.4464153
1192,롯데쇼핑(주) 롯데마트 사하점,부산광역시 사하구 을숙도대로 610 (장림동),9547.15,128.9715718,35.0847859
1205,홈플러스(주)장림점,부산광역시 사하구 다대로 225 (장림동),7485.44,128.9782549,35.0824336
1206,서원유통탑마트신평점,부산광역시 사하구 하신중앙로 210 (신평동),3793,128.9621193,35.0969491
1226,(주)메가마트 동래점,부산광역시 동래구 충렬대로 197 (명륜동),13191.43,129.081149,35.2046443
1227,롯데쇼핑(주) 롯데마트 동래점,부산광역시 동래구 중앙대로 1393 (온천동),11436.38,129.0775407,35.2116532
1229,홈플러스(주) 동래점,부산광역시 동래구 중앙대로 1523 (온천동),13895,129.0855674,35.2214155
1253,홈플러스 부산정관점,부산광역시 기장군 정관면 정관5로 50,7556.89,129.1763814,35.3230245
1254,(주)메가마트 기장점,부산광역시 기장군 일광면 기장대로 673,7372.53,129.2222023,35.254527
1264,홈플러스(주) 계산점,인천광역시 계양구 오조산공원로 14 (계산동),16072,126.7361779,37.5394366
1265,(주)이마트 계양점,인천광역시 계양구 봉오대로 785 (작전동),13534,126.7369861,37.5311018
1266,홈플러스(주) 작전점,인천광역시 계양구 계양대로 27 (작전동),18735,126.7213659,37.5262124
1267,롯데쇼핑(주) 롯데마트 계양점,인천광역시 계양구 장제로 822 (계산동),19418,126.7359954,37.5408673
1296,(주)이마트 구로점,서울특별시 구로구 디지털로32길 43 (구로동),9927.72,126.8979245,37.4843997
1301,(주) 이마트 신도림점,"서울특별시 구로구 새말로 97 (구로동,외 31필지)",7337,126.8902727,37.5071154
1308,홈플러스(주) 신도림점,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 (신도림동)",11914,126.8862023,37.5085458
1336,홈플러스(주)월드컵점,"서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내)",17687.3,126.8972563,37.5682439
1338,홈플러스 합정점,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",14201,126.913864,37.5509719
1339,(주)이마트 마포점,서울특별시 마포구  백범로  212 (신공덕동),5687.96,126.9535831,37.5423563
1340,(주)이마트 마포점,서울특별시 마포구 백범로 212 (신공덕동),5687.96,126.9535831,37.5423563
1348,(주)이마트명일점,서울특별시 강동구 고덕로 276 (명일동),8659,127.1559543,37.5546537
1352,홈플러스 강동점,서울특별시 강동구 양재대로 1571 (천호동),14176,127.1422718,37.5456978
1357,(주)이마트천호점,서울특별시 강동구 천호대로 1017 (천호동),9081,127.1256514,37.5386108
1361,(주) 이마트 창동점,서울특별시 도봉구 노해로65길 4 (창동),4297.5,127.0471262,37.6519934
1363,홈플러스(주)방학점,서울특별시 도봉구 도봉로 678 (방학동),15851.56,127.0436973,37.6648684
1369,홈플러스(주) 조치원점,세종특별자치시 조치원읍 허만석로 60,8459.4,127.2977552,36.5863439
1372,코스트코 홀세일 세종점,"세종특별자치시 종합운동장1로 14, 코스트코 세종점 (대평동)",13750.56,127.2691593,36.4675456
1373,이마트 세종점,"세종특별자치시 금송로 687, 이마트세종점 (가람동)",13996.41,127.2509843,36.4709026
1377,홈플러스(주) 울산점,울산광역시 중구 번영로 475 (복산동),17700,129.3347578,35.5643385
1380,(주)이마트 춘천점,강원도 춘천시 경춘로 2353 (온의동),9722.01,127.7186871,37.863719
1385,(주)이마트강릉점,강원도 강릉시 경강로 2398-10 (송정동),8263.39,128.9226585,37.7706008
1399,(주) 이마트 마산점,경상남도 창원시 마산합포구 서성로 3 (중앙동3가),11192,128.5698425,35.197881
1402,롯데쇼핑(주) 롯데마트 시티세븐점,경상남도 창원시 의창구 원이대로 320 (대원동),10040.05,128.6528052,35.2400178
1404,내서농업협동조합 하나로마트,경상남도 창원시 마산회원구 내서읍 유통단지로 23,5335.55,128.5124902,35.254539
1406,롯데쇼핑(주)롯데마트진해점,경상남도 창원시 진해구 진해대로 762 (석동),11630.56,128.6987551,35.1581115
1443,롯데쇼핑(주) 롯데마트 마산점,경상남도 창원시 마산합포구 신마산시장길 33 (창포동3가),9420.86,128.5607235,35.1812744
1444,(주) 이마트 창원점,경상남도 창원시 성산구 원이대로 608 (중앙동),10909,128.6801495,35.2265084
1448,홈플러스 창원점,경상남도 창원시 의창구 창원대로 415 (팔용동),30100,128.6436053,35.2339916
1470,롯데쇼핑(주) 롯데마트 창원중앙점,경상남도 창원시 성산구 중앙대로 123 (중앙동),13646,128.6802173,35.2254083
1471,홈플러스 마산점,경상남도 창원시 마산회원구 삼호로 56 (양덕동),27678.74,128.5857347,35.2225941
1474,홈플러스 진해점,경상남도 창원시 진해구 충장로 356 (이동),12780,128.691173,35.1531972
1497,(주)이마트 금정점,부산광역시 금정구 중앙대로1841번길 24 (구서동),14644.91,129.0905689,35.2504127
1510,홈플러스(주) 부산감만점,부산광역시 남구 우암로 124 (감만동),9882,129.0822327,35.121518
1511,(주) 이마트 문현점,부산광역시 남구 전포대로91번길 47 (문현동),12661.45,129.0642186,35.1442934
1518,홈플러스(주)동대전점,대전광역시 동구 한밭대로 1282 (용전동),16908.55,127.437349,36.3538106
1519,홈플러스(주)대전가오점,대전광역시 동구 은어송로 72 (가오동),8435.05,127.45803,36.3068969
1520,홈플러스(주) 동대전점,대전광역시 동구 한밭대로 1282 (용전동),16908.55,127.437349,36.3538106
1522,이마트 대전터미널점,"대전광역시 동구 동서대로 1689 (용전동,외 2필지)",23787.54,127.4366058,36.3502562
1523,(주)이마트 대전터미널점,대전광역시 동구 동서대로 1689 (용전동),23787,127.4366058,36.3502562
1540,(주)이마트 대전터미널점,대전광역시 동구 동서대로 1689-0 (용전동),23787.54,127.4366058,36.3502562
1542,홈플러스(주)대전가오점,대전광역시 동구 은어송로 72 (가오동),8435.05,127.45803,36.3068969
1548,홈플러스(주) 대전가오점,대전광역시 동구 은어송로 72 (가오동),8435.05,127.45803,36.3068969
1555,홈플러스 주식회사 대전둔산점,"대전광역시 서구 문예로 107 (둔산동, 홈플러스대전둔산점)",15442,127.3891632,36.3563949
1564,이마트 트레이더스 월평점,대전광역시 서구 한밭대로 580 (월평동),11319,127.3629017,36.3577178
1583,(주)이마트트레이더스 월평점,"대전광역시 서구 한밭대로 580, 신세계이마트 (월평동)",11319,127.3629017,36.3577178
1593,이마트 봉선점,광주광역시 남구 봉선로 198 (봉선동),19781,126.9161115,35.1223686
1595,홈플러스(주) 안동점,"경상북도 안동시 경동로 656, 홈플러스 (운흥동)",19660,128.7295693,36.5626584
1600,홈플러스(주),경상북도 문경시 모전로 65 (모전동),9503.99,128.1902385,36.5873233
1607,엘마트,"경기도 구리시 동구릉로136번길 57, 구리유통종합상가 할인점동 (인창동)",18408.86,127.141227,37.6120612
1608,맘마마트 천안점,충청남도 천안시 서북구 월봉로 95 (쌍용동),8226,127.1173987,36.8001927
1609,다농엘마트,충청북도 청주시 흥덕구 엘지로 34 (화계동),10859.11,127.4368086,36.6612782
1612,오창할인마트,충청북도 청주시 청원구 오창읍 공항로 1033-23,6835.73,127.4507377,36.7395489
1615,홈플러스(주) 익산점,전라북도 익산시 무왕로 1035 (영등동),20617,126.9722978,35.9588637
1616,(주)이마트 익산점,전라북도 익산시 평동로 705 (동산동),12344,126.9578268,35.930493
1617,롯데쇼핑(주)롯데마트 익산점,전라북도 익산시 무왕로 1053 (영등동),11765,126.9742243,35.9590515
1626,롯데쇼핑(주)롯데마트 청주점,충청북도 청주시 흥덕구 풍산로 15 (가경동),6409.18,127.4319728,36.6267212
1643,홈플러스(주) 동청주점,충청북도 청주시 청원구 충청대로 114 (율량동),15531,127.4944935,36.6665206
1644,롯데쇼핑(주) 롯데마트상당점,충청북도 청주시 상당구 용암북로160번길 60 (용암동),7957,127.5161374,36.6204147
1646,홈플러스(주) 오창점,충청북도 청주시 청원구 오창읍 중심상업1로 8-11,10672,127.4282041,36.7130199
1649,홈플러스(주)청주점,충청북도 청주시 흥덕구 서부로 1291  (가경동),22763,127.4422399,36.6154415
1651,홈플러스(주) 청주성안점,충청북도 청주시 상당구 사직대로 346  (서문동),9830.56,127.4858029,36.6360228
1656,(주)이마트청주점,충청북도 청주시 서원구 청남로 1853 (미평동),9517,127.4748254,36.6008999
1663,(주) 이마트 트레이더스 군포점,경기도 군포시 삼성로 74 (부곡동),11524,126.9346485,37.3401261
1667,동두천농협하나로마트,경기도 동두천시 중앙로 207 (생연동),3713.88,127.0522094,37.899578
1668,(주)이마트 산본점,경기도 군포시 산본로 347 (산본동),12198,126.9314405,37.3610379
1676,(주)이마트안성,경기도 안성시 중앙로 246 (석정동),10035.66,127.2559717,37.012713
1678,안성축산농협 하나로마트,경기도 안성시 안성맞춤대로 833 (계동),4326.62,127.268045,36.9887817
1679,서안성농협 하나로마트,경기도 안성시 공도읍 덕봉서원로 68,5620.51,127.1723872,37.0099248
1680,(주)이마트 안성점,경기도 안성시 중앙로 246 (석정동),10035.66,127.2559717,37.012713
1681,롯데쇼핑(주)롯데마트안성점,경기도 안성시 공도읍 서동대로 4478,13587.5,127.1994902,37.0077497
1688,롯데쇼핑 (주) 롯데마트 청라점,"인천광역시 서구 청라커낼로 252, 롯데마트 (청라동)",10761.59,126.6466482,37.5309209
1692,롯데쇼핑 (주) 롯데마트 검단점,"인천광역시 서구 원당대로 581, 롯데마트 (마전동)",10964.68,126.6644976,37.5945283
1693,홈플러스 가좌점,인천광역시 서구 가정로151번길 11 (가좌동),14700.94,126.6707482,37.4976678
1697,엠에스리테일,강원도 춘천시 건일길 79,3820.61,127.760243,37.8904091
1699,롯데쇼핑(주)롯데마트 석사점,강원도 춘천시 세실로 108-0,6272,127.7587971,37.8666101
1700,홈플러스(주)춘천점,"강원도 춘천시 김유정로 1840 (퇴계동, 홈플러스 춘천점)",12426,127.7342579,37.8509606
1704,춘천철원화천양구축산농협 하나로마트(퇴계점),강원도 춘천시 지석로 11 (퇴계동),6447.28,127.7376003,37.8537162
1709,롯데쇼핑(주)롯데마트 춘천점,"강원도 춘천시 방송길 84 (온의동, 롯데마트 춘천점)",14598.79,127.7180777,37.868565
1720,농협하나로마트창원점,경상남도 창원시 의창구 지귀로12번길 31 (봉곡동),7033.22,128.652239,35.2433922
1725,롯데쇼핑(주) 롯데마트 양덕점,경상남도 창원시 마산회원구 삼호로 80 (양덕동),15537.26,128.5854664,35.2250022
1740,홈플러스(주) 문경점,경상북도 문경시 모전로 65 (모전동),9503.99,128.1902385,36.5873233
1745,홈플러스(주) 춘천점,"강원도 춘천시 김유정로 1840, 홈플러스 (퇴계동)",0,127.7342579,37.8509606
1749,홈플러스 광양점,"전라남도 광양시 항만11로 70, 홈플러스 광양점 (중동)",13558.2,127.6941432,34.9284818
1774,이마트 세종점,"세종특별자치시 금송로 687, 이마트세종점 (가람동)",13996.41,127.2509843,36.4709026
1775,이마트 하남점,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 (덕풍동)",14148.62,127.2053884,37.5527531
1779,(주)이마트 트레이더스 수원점,경기도 수원시 영통구 삼성로 2 (신동),13669.94,127.048598,37.2460693
1782,롯데쇼핑(주) 롯데마트 광교점,경기도 수원시 팔달구 효원로 241 (인계동),13912.61,127.0287264,37.2636323
1783,홈플러스(주) 서수원점,경기도 수원시 권선구 금곡로 236 (금곡동),20860.31,126.9559166,37.2744022
1801,홈플러스(주) 원천점,경기도 수원시 영통구 중부대로 437 (원천동),9326.64,127.0636523,37.2701042
1802,(주)이마트 광교점,경기도 수원시 영통구 광교로 191 (이의동),16100.78,127.04695,37.2963456
1808,(주)이마트 서수원점,경기도 수원시 권선구 수인로 291 (구운동),14301,126.9701471,37.2826276
1809,홈플러스(주) 영통점,경기도 수원시 영통구 봉영로 1576 (영통동),16100,127.0726035,37.2518104
1811,홈플러스(주) 북수원점,경기도 수원시 장안구 경수대로 930 (조원동),20000.14,127.0087993,37.3027723
1812,롯데쇼핑(주) 롯데마트 천천점,경기도 수원시 장안구 만석로19번길 25-10 (천천동),6535.57,126.9822781,37.2962397
1816,홈플러스(주) 동수원점,경기도 수원시 팔달구 효원로 257 (인계동),16703.75,127.030113,37.2627606
1817,롯데쇼핑(주) 롯데마트 영통점,경기도 수원시 영통구 봉영로 1579 (영통동),30647,127.0716566,37.2527311
1833,이마트과천점,경기도 과천시 별양상가3로 11-0 (별양동),9798,126.991875,37.4263009
1840,롯데쇼핑(주) 롯데마트 동두천점,경기도 동두천시 평화로2169번길 21 (송내동),8798.06,127.0532925,37.8807019
1842,코스트코 홀세일 송도점,인천광역시 연수구 송도동 컨벤시아대로230번길 60,13875.64,126.6333034,37.3896581
1845,롯데쇼핑(주) 롯데마트 송도점,인천광역시 연수구 컨벤시아대로 177 (송도동),10874,126.6433215,37.3883138
1849,롯데마트연수점,인천광역시 연수구 청능대로 87 (청학동),9196.74,126.6751794,37.4151294
1851,롯데마트연수점,인천광역시 연수구 청능대로 87 (청학동),9196.74,126.6751794,37.4151294
