관광지명,소재지지번주소,위도,경도,면적
진양호,경상남도 진주시 판문동 산171-1,35.17660992,128.0362677,2285
경상남도 수목원,경상남도 진주시 이반성면 대천리 482-1,35.15719862,128.2957346,1015953
금강하구둑관광지,충청남도 서천군 마서면 도삼리 71-5,36.01993599,126.736726,175384
춘장대,충청남도 서천군 서면 도둔리 1319,36.16334922,126.5243355,298930
김해가야테마파크,경상남도 김해시 어방동 986,35.25163508,128.8937494,165078
소래포구,,37.3988308,126.7403795,20798
고래불관광지,경상북도 영덕군 병곡면 병곡리 72-8,36.600476,129.410658,880400
장사해수욕장관광지,경상북도 영덕군 남정면 장사리 74-1,36.28241809,129.3755929,104219
작원관지,경남 밀양시 삼랑진읍 검세리,,128.867415,16000
고구려대장간마을,경기도 구리시 아천동 산45-1,37.56080787,127.1109492,4928
동구릉,경기 구리시 인창동 66-1,37.618696,127.134226,1969675
함평해수찜,,35.10050068,126.4648643,993
함평자연생태공원,,35.13500123,126.5057,597250
함평양서파충류생태공원,,35.13834076,126.4937003,85000
함평엑스포공원,,35.05813923,126.5226056,246907
일강김철선생기념관,,35.18893103,126.4801235,10770
왜목마을 관광지,,37.04443421,126.5261293,133876
난지도 관광지,충청남도 당진시 석문면 난지도리 599,37.042646,126.422393,155440
구드래,,36.28711854,126.9048797,148515
서동요,,36.145203,126.8236629,174508
백제문화단지,,36.30757158,126.9084946,3024905
춘장대해수욕장,,36.16334922,126.5243355,298930
칠갑산 도림온천,충청남도 청양군 장평면 적곡리 471-8,36.389488,126.906103,140102
남당,충청남도 홍성군 서부면 남당리 859-2,36.539203,126.471666,166200
예당관광지,충청남도 예산군 응봉면 후사리 448-1,36.63752257,126.7989717,143000
덕산온천,,36.69075649,126.659382,724545
만리포해수욕장 관광지,충청남도 태안군 소원면 모항리 1395,36.783122,126.143469,321562
대전둘레산길,대전광역시 중구 대사동 195-2,36.30879672,127.4231236,159000
간현관광지,강원도 원주시 지정면 간현리 1056-5,37.36489327,127.832544,364644
신정호국민관광지,충청남도 아산시 방축동 5,36.77152141,126.9839152,271169
아산온천관광지,충청남도 아산시 음봉면 신수리 292-6,36.69884759,126.9666069,844000
표충비,,35.471582,128.6520376,7122
예림서원,,35.46605971,128.7299691,41367
나주영상테마파크,전라남도 나주시 공산면 신곡리 산2,34.9789507,126.5995011,140116
남파고택,전라남도 나주시 남내동 95-25,35.0306171,126.71622,2960
반남고분군,전라남도 나주시 반남면 신촌리 249-2,34.914685,126.6591998,121397
백호문학관,전라남도 나주시 다시면 회진리 103,34.996891,126.6647524,387
쌍근어촌체험마을,,34.76238394,128.5894504,1451.25
씨라인,경상남도 거제시 덕포동 81-5,34.912305,128.714841,514.12
오션베이,경상남도 거제시 일운면 소동리 59,34.8437915,128.7029763,10630.15
옥포대첩기념공원,경상남도 거제시 옥포2동 산1-1,34.90219568,128.7140612,25046.53
조선해양문화관,경상남도 거제시 일운면 지세포리 929-88,34.83369412,128.7018842,4510.12
지심도,경상남도 거제시 일운면 옥림리 산1,34.81789045,128.7505883,400033.31
칠천량해전공원,경상남도 거제시 하청면 연구리 산85-4,34.97766181,128.6282493,6841.2
포로수용소유적공원,경상남도 거제시 고현동 363,34.876385,128.6253698,79000
거제해금강,경상남도 거제시 남부면 갈곶리 산 1,34.732651,128.684033,102000
외도,경상남도 거제시 일운면 와현리 산 109,34.769412,128.712652,139463
공곶이,경상남도 거제시 일운면 와현리 168-1,34.799856,128.714881,121521
레이크힐스골프장,전라남도 순천시 주암면 행정리 1,35.04705487,127.3030952,1120000
순천컨트리클럽,전라남도 순천시 별량면 죽산리 447,34.86653556,127.4059214,1620000
부영컨트리클럽,전라남도 순천시 해룡면 신대리 1043,34.94005246,127.5555065,842238
그림책도서관,전라남도 순천시 동외동 176,34.9579091,127.4860252,2205
순천시청소년수련원,전라남도 순천시 서면 운평리 774-1,35.0449418,127.4742467,559000
순천용오름마을,전라남도 순천시 주암면 운룡리 798-1,35.0921171,127.2022244,98300
순천향매실마을,전라남도 순천시 월등면 계월리 일원,35.0655382,127.4069955,925619
순천생태마을,전라남도 순천시 승주읍 도정리 1642-1,35.06648711,127.3602718,200
거차뻘배체험마을,전라남도 순천시 별량면 마산리 566-1,34.8375993,127.4474457,495868
낙안민속자연휴양림,전라남도 순천시 낙안면 남내리 219,34.91226627,127.3523877,2860000
김영삼전대통령생가기록전시관,경상남도 거제시 장목면 외포리 1371,34.93141259,128.715401,8420
문동휴양지,경상남도 거제시 문동동 산 5-4번지,34.859898,128.664057,7421.58
바람의언덕,경상남도 거제시 남부면 갈곶리 292-11,34.742161,128.662863,84953.21
우제봉전망대,경상남도 거제시 남부면 갈곶리 산 2-16,34.732135,128.673659,220114.15
청마기념관,경상남도 거제시 둔덕면 방하리 505-1,34.854804,128.517151,550.18
씨월드,경상남도 거제시 일운면 소동리 478-1,34.8358811,128.701427,7696.89
알로에테마파크,경상남도 거제시 내간리 산121-3,34.83571583,128.560278,3219.1
삽교호 관광지,,36.89060981,126.8244092,240154
드라마촬영장,전라남도 순천시 조례동 22,34.9583743,127.5381867,40463
뿌리깊은나무박물관,전라남도 순천시 낙안면 남내리 219,34.9036464,127.3399827,1736
송광사,전라남도 순천시 송광면 신평리 12,35.00680596,127.2761941,44297
선암사,전라남도 순천시 승주읍 죽학리 802,34.99656229,127.3311259,10000
에코촌유스호스텔,전라남도 순천시 해룡면 대안리 1055-9,34.9227,127.5169021,1866
순천자연휴양림,전라남도 순천시 서면 운평리 산160,35.04388083,127.4744949,900000
기독교역사박물관,전라남도 순천시 매곡동 179-10,34.96043473,127.4801207,1447
승주골프장,전라남도 순천시 상사면 오곡리 산177,34.9017182,127.4485632,630000
파인힐스골프장,전라남도 순천시 주암면 문길리 산20-2,35.04162939,127.270748,1023000
구)나주역,전라남도 나주시 죽림동 60-172,35.0280742,126.7240915,450
노안천주교회,전라남도 나주시 노안면 양천리 780,35.1035406,126.6729169,500
나주시천연염색박물관,전라남도 나주시 다시면 회진리 163,34.9941709,126.660678,3337
나주목문화관,전라남도 나주시 금계동 13-2,35.0322924,126.7135485,1500
중흥골드스파&리조트,전라남도 나주시 다도면 방산리 1449-4,34.9482971,126.8692314,100000
광양매화문화관,전라남도 광양시 다압면 도사리 377,35.07665864,127.7180474,4694.1
느랭이골자연리조트,전라남도 광양시 다압면 신원리 산125,35.06003247,127.7114041,53302
구봉산전망대,,34.93646837,127.6427008,1761
광양항해양공원,전라남도 광양시 중동 1894,34.920793,127.693789,27282.5
무지개다리,전라남도 광양시 금호동 625-1,34.935941,127.715141,1840.5
해오름육교,전라남도 광양시 마동 1125,,,32577.6
배알도수변공원,전라남도 광양시 태인동 1632-13,34.959931,,1598
광양 김 시식지,,34.94697848,127.7519933,166
오월드,대전광역시 중구 사정동 142,36.28749807,127.3985061,783000
뿌리공원,대전광역시 중구 침산동 364,36.28537962,127.3883,125000
엑스포과학공원,대전광역시 유성구 도룡동 3-1,36.37662561,127.3871992,130000
한밭수목원,대전광역시 서구 만년동 396,36.36646857,127.3880154,387000
계족산황톳길,대전광역시 대덕구 와동 2-1,36.40406651,127.4297932,54000
대청호반,대전광역시 대덕구 미호동 57,36.47362538,127.4735679,72800
장태산휴양림,대전광역시 서구 장안동 259,36.21596913,127.3412778,815855
삼도수군통제영,경상남도 통영시 문화동 62,34.84715495,128.423489,46683
오수의견관광지,"전라북도 임실군 오수면 오수리 33, 임실군문화체육센터",35.54520338,127.3326779,0
사선대관광지,"전라북도 임실군 관촌면 관촌리 222, 사선대 관리 사무소",35.672357,127.2746265,0
가산산성,경상북도 칠곡군 동명면 남원리 32-78,36.021011,128.590851,293753
가산산성야영장,,36.016197,128.618108,109213
구상문학관,,35.983943,128.394568,1611
다부동전적기념관,,36.046443,128.518875,18744
송정자연휴양림,,36.023332,128.441641,636297
칠곡보오토캠핑장,,36.020591,128.394566,30000
칠곡호국평화기념관,,36.017918,128.404032,9461.61
칠곡양떼목장,,35.984545,128.48874,99173
가산수피아,,36.086109,128.485044,133600
국립칠곡숲체원,,36.063539,128.466183,300000
태조산,충청남도 천안시 동남구 유량동 22-1,36.82207666,127.1889559,331000
곰나루,충청남도 공주시 웅진동 347,36.46658989,127.1075716,554066
마곡사관광지,충청남도 공주시 사곡면 운암리 731-2,36.555956,127.020175,125862
마곡온천관광지,,36.54396787,127.0122224,621592
공주문화관광지,충청남도 공주시 웅진동 533,36.462397,127.104615,793937
신정호관광지,,36.77152186,126.9839153,271169
아산온천관광지,,36.85530263,126.9782463,844000
간월도관광지,충청남도 서산시 부석면 간월도리 680,36.605751,126.417111,143695
부례관광지,경상북도 고령군 우곡면 예곡리 97,35.67179721,128.3596243,36955
순천만국가정원,전라남도 순천시 오천동 600,34.92888588,127.4999591,926992
순천만습지,전라남도 순천시 대대동 162-2,34.88553578,127.5096727,3015859
낙안읍성,전라남도 순천시 동내리 437-1,34.90632579,127.3417663,223108
한국코미디타운,경상북도 청도군 이서면 양원리 91-3,35.69358881,128.6863121,9671
소싸움테마파크,경상북도 청도군 화양읍 삼신리 1059-1,35.68529236,128.724138,7276
청도레일바이크,경상북도 청도군 청도읍 신도리 48-2,35.58811543,128.7661723,99800
청도자전거공원,경상북도 청도군 청도읍 유호리 39-15,35.58765883,128.7653536,32788
청도신화랑풍류마을,경상북도 청도군 운문면 방지리 89,35.71807519,128.9223074,291067
새마을운동발상지기념공원,경상북도 청도군 청도읍 신도리 18-2,35.60019163,128.7661495,136473
청도소싸움경기장,경상북도 청도군 화양읍 삼신리 693-2,35.68673395,128.7251463,2116
을숙도 생태공원,부산광역시 사하구 하단동 1151-14,35.11008837,128.9449571,0
와인터널,경상북도 청도군 화양읍 송금리 산121,35.71513567,128.7205341,8001
프로방스 포토랜드,경상북도 청도군 화양읍 삼신리 877,35.68355077,128.7188703,74682
대가야생활촌,경상북도 고령군 대가야읍 고아리 658,35.7118532,128.269244,102067
대가야역사테마관광지,경상북도 고령군 대가야읍 지산리 471-1,35.72008263,128.2596761,154588
금강호관광지,전라북도 군산시 성산면 성덕리 411-1,36.01988,126.7653058,648380
세계무술공원,충청북도 충주시 금릉동 601,36.98782919,127.9055691,616968
충주호체험,충청북도 충주시 중앙탑면 탑평리 545-1,37.02308256,127.8619229,223134
능암온천,충청북도 충주시 앙성면 능암리 14-1,37.09370046,127.802172,199210
충온온천,충청북도 충주시 앙성면 돈산리 13-1,37.10173095,127.7962316,224825
청도박물관,경상북도 청도군 이서면 양원리 129-5,35.6942561,128.6865383,1941
회산백련지,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962,185316
은파관광지,전라북도 군산시 나운동 1223-5,35.95536227,126.6890748,1764095
김포평화누리길 3코스,경기도 김포시 하성면 전류리 43-4(전류리 포구),37.7491124,126.6147154,15000
김포 장릉,경기도 김포시 풍무동 666-1,37.6107519,126.7126583,24070
애기봉 평화생태공원,경기도 김포시 월곶면 조강리 1-9,37.7431684,126.5940634,49500
문수산성,경기도 김포시 월곶면 성동리 산50,37.7429948,126.5467533,700000
김포함상공원,경기도 김포시 대곶면 대명리 551-1,37.6406387,126.539261,9578
덕포진,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,651
낙동강하구아미산전망대,부산광역시 사하구 다대동 482-4,35.05276243,128.9607468,0
휘닉스파크관광단지,강원도 평창군 봉평면 면온리 1095-1 일원,37.581373,128.327331,4233000
한려수도조망케이블카,경상남도 통영시 도남동 349-1,34.82665041,128.4251243,34106
한산도 제승당,경상남도 통영시 한산면 두억리 산39,34.79264032,128.4759648,524625
통영루지,경상남도 통영시 도남동 319-3,34.82440908,128.4241617,164000
박경리기념관,경상남도 통영시 산양읍 신전리 1429-9,34.802301,128.4035792,4465
해저터널,경상남도 통영시 당동 1-3,34.83609021,128.4117029,2415
장사도해상공원,경상남도 통영시 한산면 매죽리 산4-1,34.71373747,128.5588706,390131
통영시립박물관,경상남도 통영시 도천동 28,34.84075153,128.4167887,4989
덕포진교육박물관,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,651
다도박물관,경기도 김포시 월곶면 개곡리 832,37.7375035,126.5744366,180
김포국제조각공원,경기도 김포시 월곶면 고막리 82-1,37.72080378,126.552204,765
아트빌리지(한옥마을),경기도 김포시 운양동 1325-1,37.6466321,126.696212,80000
유당공원,전라남도 광양시 광양읍 목성리 673-1,34.97010442,127.5924243,10029
서천무지개분수대,전라남도 광양시 광양읍 칠성리 729,34.973272,,10029
장도전수관,전라남도 광양시 광양읍 칠성리 1009-3,34.97705608,127.5805515,1590.8
도립미술관,전라남도 광양시 광양읍 인동리 227-1,34.96887104,127.5903033,9464
광양와인동굴,전라남도 광양시 광양읍 용강리 48-1,34.96130264,127.6085909,10029
광양역사문화관,전라남도 광양시 광양읍 읍내리 272-1,34.9757671,127.5859802,2447
사라실 라벤더 단지,전라남도 광양시 주암면 문길리 산 20-2,35.04162939,127.270748,23792
몰운대,부산광역시 사하구 다대동 482-3,35.04638172,128.9680068,0
다대포 꿈의 낙조분수,부산광역시 사하구 다대동 482-3,35.04638172,128.9680068,0
다대포해수욕장,부산광역시 사하구 다대동 1548-1,35.04638172,128.9680068,0
을숙도 철새공원,부산광역시 사하구 하단동 1207-2,35.10449092,128.9459791,0
감천문화마을,부산광역시 사하구 감천동 1-14,35.09748815,129.0106077,0
장림포구,부산광역시 사하구 장림동 1092,35.07915955,128.9513486,0
천안종합휴양,,36.75613028,127.2248886,748020
천안 골드힐카운티 리조트 관광단지,,36.89202245,127.2484702,1691921
불갑사관광지,전라남도 영광군 불갑면 모악리 408-2,35.199675,126.550047,137517
홍길동테마파크,전라남도 장성군 황룡면 아곡리 373,35.31862071,126.7265578,230639
석정온천관광지,전라북도 고창군 고창읍 석정리 733,35.43111098,126.7405968,1501011
화순온천,,35.1624699,127.0837781,512000
도곡온천,,35.02470562,126.903529,646819
운주사,,34.92906333,126.8825635,105495
무주 덕유산 리조트,전라북도 무주군 설천면 심곡리 산43-15,35.889797,127.731389,7018181
춘천호반(삼악산),강원도 춘천시 서면 덕두원리 118-6,37.82571425,127.659368,3305373
청평사,강원도 춘천시 북산면 청평리 산210-1,37.98344137,127.8183007,168209
구곡폭포,강원도 춘천시 남산면 강촌리 432,37.79703276,127.615852,914206
이효석문화예술촌,강원도 평창군 봉평면 창동리 544-3,37.61317426,128.3701239,31961
마하생태관광지,강원도 평창군 미탄면 마하리 일원,37.2924471,128.5419693,29841
용평관광단지,"강원도 평창군 대관령면 용산리, 수하리 일원",37.660871,128.666483,16219204
알펜시아관광단지,강원도 평창군 대관령면 용산리 425 일원,37.6552224,128.681494,4855224
공룡박물관,전라남도 해남군 황산면 우항리 191,34.58908885,126.442833,332610
마곡사관광지,충청남도 공주시 사곡면 운암리 731-2,36.55617136,127.020329,125861
공주문화관광지,충청남도 공주시 웅진동 431,36.47076183,127.1108055,1029179
지리산 온천관광지,전라남도 구례군 산동면 관산리 522,35.3184937,127.4577881,1501230
용호 Sea-Side 관광지,부산광역시 남구 용호동 산 205번지,35.101225,129.120361,143626
한탄강관광지,경기도 연천군 전곡읍 전곡리 696-3,38.00887564,127.0588604,312000
문경 철로자전거(가은역),,36.64931827,128.0607306,1
문경 오미자테마터널,경상북도 문경시 마성면 신현리 103-1,36.65989315,128.1286031,1
"고모산성, 토끼비리",경상북도 문경시 마성면 신현리 산30-1,36.661492,128.1269726,1
문경짚라인,,36.62285644,128.1367824,1
문경 종합온천,,36.72937376,128.1089547,1
문경 활공랜드,경상북도 문경시 문경읍 고요리 436-2,36.7362239,128.1517095,1
불정자연휴양림,,36.62128207,128.1365074,1
옥계해변관광지,강원도 강릉시 옥계면 금진리 799-16일원,37.62739946,129.0476423,215839
주문진해변관광지,강원도 강릉시 주문진읍 향호리 8-22일원,37.91137845,128.8178804,484200
연곡해변관광지,강원도 강릉시 연곡면 동덕리 99-13일원,37.858992,128.851409,169603
등명해변관광지,강원도 강릉시 강동면 정동진리 440-41일원,37.70264843,129.0164178,193660
대관령어흘리관광지,강원도 강릉시 성산면 어흘리 508일원,37.719113,128.793989,163160
부산공동어시장,부산광역시 서구 남부민동 691-3,35.08990091,129.0263675,65287
천마산조각공원,부산광역시 서구 남부민동 산4-13,35.08903987,129.0174786,16000
구덕운동장,부산광역시 서구 서대신동3가 211-1,35.11659638,129.0145297,71432
임시수도기념관,부산광역시 서구 부민동3가 22,35.10374876,129.0175954,4774.2
송도오션파크,부산광역시 서구 암남동 135-23번지,35.073303,129.017204,19222.5
증평민속체험박물관,충청북도 증평군 증평읍 남하리 91,36.7638886,127.5955694,21980
무이예술관,강원도 평창군 봉평면 무이리 58,37.61527594,128.348787,10568
백룡동굴,강원도 평창군 미탄면 마하리 82,37.27786356,128.577051,956433
문경새재 도립공원,,36.76160207,128.0769905,1
문경 에코랄라(석탄박물관 포함),,36.65420039,128.0613259,1
문경 철로자전거(진남역),경상북도 문경시 마성면 신현리 126-1,36.6546769,128.1263292,1
문경 철로자전거(구랑리역),,36.66102501,128.0993075,1
영모정,전라남도 나주시 다시면 회진리 101,34.9972536,126.6649382,8000
남고문,전라남도 나주시 남내동 2-20,35.0295791,126.7183107,640
충렬사,부산광역시 동래구 안락동 421-33,35.199577,129.0959922,95804
해양자연사박물관,부산광역시 동래구 온천동 산 13-1,35.2219498,129.075647,21538
산정호수,경기도 포천시 영북면 산정리 451-3일원,38.065669,127.315722,644500
백운계곡,경기도 포천시 이동면 도평리 35 일원,38.072165,127.409889,148000
송도해상케이블카,부산광역시 서구 암남동 124-1,35.07664334,129.0233986,11369
송도해수욕장,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,199392
암남공원,부산광역시 서구 암남동 산 193번지 일원,35.0616574,129.0149368,553277
구덕문화공원,부산광역시 서구 서대신동3가 산18-15번지,35.12641369,129.005742,20000
송도해안산책로,부산광역시 서구 암남동,35.0616574,129.0149368,800
대신공원,부산광역시 서구 서대신동 3가 산2-3,35.121591,129.0161785,2283033
거제요트학교,,34.83369412,128.7018842,174
보강천 미루나무숲,충청북도 증평군 증평읍 송산리 667,36.7873273,127.5728127,20000
증평인삼판매장,충청북도 증평군 증평읍 송산리 94-1,36.79588146,127.5817602,20242
에듀팜특구관광단지(벨포레리조트),충청북도 증평군 증평읍 연촌리 산 58,36.84514868,127.5821182,2622825
인천도호부청사,인천광역시 미추홀구 문학동 349-2,37.4393787,126.6868134,9103
운일암반일암,전라북도 진안군 주천면 주양리 630,35.97597035,127.4087491,595463
마이산도립공원 일원,전라북도 진안군 마령면 동촌리 76-2,35.757066,127.3938315,16900000
용담호및주변시설,전라북도 진안군 안천면 삼락리 1179-2,35.94593317,127.5256735,31400000
운장산자연휴양림,전라북도 진안군 정천면 갈용리 산 183,35.88845895,127.4327885,19580000
데미샘자연휴양림,전라북도 진안군 백운면 신암리 산 1,35.65699353,127.4610392,2000000
진안고원치유의숲,전라북도 진안군 정천면 봉학리 688,35.8751594,127.4177405,48545
가위박물관,전라북도 진안군 진안읍 단양리 690-15,35.76591898,127.4150011,556.99
도래마을(홍기옥 가옥),전라남도 나주시 다도면 풍산리 199,34.9982734,126.8203117,54000
정수루,전라남도 나주시 금계동 33-18,35.0321775,126.7160575,200
나주향교,전라남도 나주시 교동 32-3,35.0335556,126.7093249,11105
완사천,전라남도 나주시 송월동 1096-13,35.0154791,126.7118546,12000
목사내아,전라남도 나주시 금계동 33-31,35.0320205,126.7143379,1300
소요산관광지,경기도 동두천시 상봉암동 산 1-1,37.94652177,127.0693409,2472000
이심원충신정려현판,충청남도 계룡시 금암동 281-4,36.280034,127.2470773,34
신원재,충청남도 계룡시 두마면 왕대리 299,36.255245,127.270342,1263
어답산관광지,강원도 횡성군 갑천면 병지방리 539-1,37.59380861,128.0575207,256567
유현문화관광지,강원도 횡성군 서원면 유현리 1097,37.5293633,127.818847,147959
웰리힐리파크 관광단지,강원도 횡성군 둔내면 두원리 204,37.4910069,128.2481666,4830709
광덕계곡관광지,강원도 화천군 사내면 광덕리 일원,38.1077,127.4412,26070
팔봉산관광지,강원도 홍천군 서면 어유포리 272,37.703098,127.695183,386977
대명비발디파크,강원도 홍천군 서면 팔봉리 1289,37.645275,127.682271,7052479.2
불회사,전라남도 나주시 다도면 마산리 999,34.9085344,126.8212738,300000
금성관,전라남도 나주시 과원동 109-5,35.0328694,126.7144929,62441
제천 성내관광지,충청북도 제천시 금성면 성내리 산12-2,37.03366403,128.1751729,111060
제천온천관광지,충청북도 제천시 수산면 내리 산24,36.920832,128.176608,296700
교리관광지,충청북도 제천시 청풍면 교리 225-1,37.01682316,128.1776057,316900
장성호관광지,전라남도 장성군 북하면 쌍웅리 산38-1,35.41373254,126.8508186,250595
복천박물관,부산광역시 동래구 복천동 16-5,35.20877662,129.0911741,4000
양천고성지,서울특별시 강서구 가양동 산4-7외 5필지,37.57425363,126.8413319,29752
궁산땅굴역사전시관,,37.57266746,126.8383649,758.11
허가바위,,37.56983571,126.8500301,7456
미당서정주의 집,서울특별시 관악구 남현동 1071-11,37.4734032,126.973367,154.71
강감찬전시관,서울특별시 관악구 봉천동 228,37.47197208,126.959371,125
오-월드,대전광역시 중구 사정동 142,36.28749924,127.3985039,682830
뿌리공원,대전광역시 중구 침산동 364,36.28538043,127.3883,125000
아쿠아리움,대전광역시 중구 대사동 198-14,36.31005741,127.4209439,18708
호미곶관광단지,경상북도 포항시 남구 호미곶면 대보리 286-5,36.07608308,129.5665319,221366
사계고택,충청남도 계룡시 두마면 두계리 96,36.265691,127.271724,9236
모원재,충청남도 계룡시 두마면 왕대리 281-1,36.254886,127.2732753,16366
염선재,충청남도 계룡시 금암동 45,36.2693923,127.261851,86
거제시농업개발원,경상남도 거제시 서정리 855-24,34.85646391,128.5791869,58904.67
능강관광지,충청북도 제천시 수산면 능강리 200-10,36.99110555,128.1965693,136818
금월봉관광지,충청북도 제천시 금성면 월굴리 134-41,37.04384263,128.1736527,92514
계산관광지,충청북도 제천시 청풍면 계산리 9-4,37.017861,128.130911,135806
만남의광장,충청북도 제천시 청풍면 교리 147,37.01083356,128.1811895,147440
금강공원,부산광역시 동래구 온천동 291-1,35.21962513,129.075758,3093953
허심청,부산광역시 동래구 온천동 137,35.221157,129.0826889,4300
영도관광안내센터,부산광역시 영도구 봉래동1가 1,35.09454127,129.0387847,305.18
허준근린공원,,37.56759867,126.8537291,29843
양천향교,,37.572863,126.839905,1782
약사사,,37.58312625,126.8050072,678
화암관광지,,37.35083797,128.7896216,213235
아우라지 관광지,,37.47574407,128.7243663,122244
구드래관광지,충청남도 부여군 부여읍 구교리 17-4,36.287127,126.9068121,148515
서동요역사관광지,충청남도 부여군 충화면 가화리 313,36.14595066,126.8248481,174508
백제문화관광단지,충청남도 부여군 규암면 합정리 578,36.30386649,126.9007711,3026277
통일전망대,강원도 고성군 현내면 마차진리 188,38.51438609,128.416703,143851
화진포역사안보전시관,강원도 고성군 거진읍 화포리 530-1,38.47250515,128.4430602,703.56
화진포해양박물관,강원도 고성군 현내면 초도리 94-1,38.481345,128.435682,1849.9
화진포 생태박물관,강원도 고성군 거진읍 화포리 590-2,38.47218738,128.4436214,1562.72
송지호 관망타워,강원도 고성군 죽왕면 오봉리 9-34,38.33623615,128.5175989,278.47
맹종죽테마공원,경상남도 거제시 하청면 실전리 880-3,34.967774,128.6505098,40215
거제박물관,경상남도 거제시 옥포동 1565,34.89404136,128.6862128,899.16
당항포관광지,경상남도 고성군 회화면 봉동리 950-1,35.05322615,128.3920276,551902
속초해수욕장,강원도 속초시 조양동 1464-7,38.19014712,128.603531,228607
척산온천,강원도 속초시 노학동 972-1,38.190269,128.5407013,154743
설악한화리조트,속초시 장사동 24-1번지,38.21030027,128.5287216,1314100
신륵사관광지,경기도 여주시 천송동 289-7,37.29742583,127.6599364,947268
보문관광단지,경상북도 경주시 신평동 375-7,35.843673,129.2869659,8515243
남당,충청남도 홍성군 서부면 남당리 859-2,36.539203,126.471666,166200
농월정,경상남도 함양군 안의면 월림리 727-1,35.62464301,127.7815571,138110
예술의전당,서울특별시 서초구 서초동 700,37.48024074,127.0142139,120734
국립국악원,서울특별시 서초구 서초동 700,37.47771836,127.0098178,36622
헌인릉,서울특별시 서초구 내곡동 산 13-1,37.4651454,127.0826446,247
매헌 윤봉길의사 기념관,서울특별시 서초구 양재동 236,37.4712172,127.0367358,2627
고투몰,서울특별시 서초구 잠원동 68-17,37.5065978,127.0054105,15601
"세빛섬, 반포대교 달빛무지개분수",서울특별시 서초구 반포동 650,37.512028,126.9952691,10421
삼성딜라이트,서울특별시 서초구 서초동 1320-10,37.4966085,127.0269023,196561
부석사관광지,경상북도 영주시 부석면 북지리 301-4,36.99449662,128.6796186,242280
실안관광지,경상남도 사천시 실안동 1245-1,34.94398447,128.0399764,256877
산토끼노래동산,,35.57668393,128.3861886,49910
추사박물관,경기도 과천시 주암동 184-2,37.45263112,127.0287157,3020
우장춘기념관,부산광역시 동래구 온천동 850-48,35.213515,129.0720181,1241
장영실과학동산,부산광역시 동래구 복천동 1-2,35.20916308,129.0896688,1177
박차정의사생가,부산광역시 동래구 칠산동 319-1,35.20169645,129.090397,379
