순번,학제,학교명,주소,X,Y
206,대학교,신한대학교,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)",127.0346777,37.9046883
207,대학교,신한대학교,"경기도 의정부시 호암로 95 (호원동, 신한대학교)",127.0450825,37.7097776
208,대학교,울산과학기술원,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술대학교)",129.188891,35.5749956
209,교육대학,공주교육대학교,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",127.1191364,36.4444079
210,교육대학,광주교육대학교,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학교)",126.9264876,35.1651777
211,교육대학,대구교육대학교,"대구광역시 남구 중앙대로 219 (대명동, 대구교육대학교)",128.5888808,35.852418
212,교육대학,부산교육대학교,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교)",129.0763812,35.1945373
213,교육대학,서울교육대학교,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교,서울교대초등학교)",127.0158069,37.4899819
214,교육대학,경인교육대학교,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교)",126.717038,37.5378066
215,교육대학,경인교육대학교,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교)",126.9175341,37.4339962
216,교육대학,전주교육대학교,"전라북도 전주시 완산구 서학로 50 (동서학동, 전주교육대학교)",127.1551691,35.8085387
217,교육대학,진주교육대학교,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",128.0670234,35.1857808
218,교육대학,청주교육대학교,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",127.4838013,36.6159082
219,교육대학,춘천교육대학교,"강원도 춘천시 공지로 126 (석사동, 춘천교육대학교)",127.7500045,37.8585727
220,방송통신대학,한국방송통신대학교,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)",127.0029683,37.578672
221,기술대학,정석대학,"서울특별시 강서구 하늘길 260 (공항동, 대한항공)",126.8144516,37.5490425
222,전문대학(2년제),강원도립대학교,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)",128.8315374,37.8771027
223,전문대학(2년제),경남도립거창대학,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학)",127.9124664,35.674587
224,전문대학(2년제),경남도립남해대학,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학)",127.8984705,34.8371258
225,전문대학(2년제),경북도립대학교,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교)",128.4554685,36.64166
226,전문대학(2년제),충북도립대학교,"충청북도 옥천군 옥천읍 대학길 15 (문정리, 충북도립대학교)",127.5733125,36.3005865
227,전문대학(3년제),충남도립대학교,"충청남도 청양군 청양읍 학사길 55 (벽천리, 충남도립대학교)",126.8024384,36.4368025
228,전문대학(3년제),한국복지대학교,"경기도 평택시 삼남로 283 (장안동, 국립한국재활복지대학)",127.0945733,37.0516465
229,전문대학(3년제),가톨릭상지대학교,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교)",128.7358037,36.5697936
230,전문대학(4년제),군산간호대학교,"전라북도 군산시 동개정길 7 (개정동, 군산간호대학교)",126.7604262,35.9713094
231,전문대학(3년제),거제대학교,"경상남도 거제시 마전1길 91 (장승포동, 거제대학)",128.7265397,34.8499719
232,전문대학(3년제),경남정보대학교,"부산광역시 사상구 주례로 45 (주례동, 경남정보대학)",129.011079,35.1466594
233,전문대학(2년제),호산대학교,"경상북도 경산시 하양읍 대경로105길 19 (부호리, 호산대학교)",128.7999223,35.901383
234,전문대학(3년제),경민대학교,"경기도 의정부시 서부로 545 (가능동, 경민대학)",127.0243497,37.7461621
235,전문대학(2년제),영남외국어대학,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)",128.7329898,35.7858473
236,전문대학(3년제),경북전문대학교,"경상북도 영주시 대학로 77 (휴천동, 경북전문대학교)",128.6168437,36.8059142
237,전문대학(3년제),경복대학교,"경기도 남양주시 진접읍 경복대로 425 (금곡리, 경복대학교)",127.2110124,37.7349631
238,전문대학(3년제),경인여자대학교,"인천광역시 계양구 계양산로 63 (계산동, 경인여자대학)",126.7227985,37.5483479
239,전문대학(2년제),서라벌대학교,"경상북도 경주시 태종로 516 (충효동, 서라벌대학)",129.1842242,35.8394544
240,전문대학(2년제),계명문화대학교,"대구광역시 달서구 달서대로 675 (신당동, 계명문화대학교)",128.4893043,35.8592281
241,전문대학(2년제),계원예술대학교,"경기도 의왕시 계원대학로 66 (내손동, 계원예술대학교)",126.9800009,37.3787671
242,전문대학(3년제),광양보건대학교,"전라남도 광양시 광양읍 대학로 85 (덕례리, 광양보건대학)",127.5679796,34.9542052
243,전문대학(3년제),광주보건대학교,"광주광역시 광산구 북문대로419번길 73 (신창동, 광주보건대학)",126.8457296,35.1909806
244,전문대학(2년제),구미대학교,"경상북도 구미시 야은로 37 (부곡동, 구미대학교)",128.2891432,36.1514136
245,전문대학(3년제),서해대학,"전라북도 군산시 서해대길 6 (오룡동, 서해대학)",126.7083915,35.9789889
246,전문대학(3년제),군장대학교,"전라북도 군산시 성산면 군장대길 13 (도암리, 군장대학)",126.7845489,36.0004143
247,전문대학(4년제),강동대학교,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교)",127.6481353,37.1422967
248,전문대학(3년제),고구려대학교,"전라남도 나주시 다시면 백호로 125 (복암리, 고구려대학)",126.6494927,35.0076149
249,전문대학(4년제),기독간호대학교,"광주광역시 남구 백서로70번길 6 (양림동, 기독간호대학)",126.9159652,35.1383759
250,전문대학(3년제),전주기전대학,"전라북도 전주시 완산구 전주천서로 267 (중화산동1가, 전주기전대학)",127.1357107,35.8172963
251,전문대학(2년제),경북보건대학교,"경상북도 김천시 대학로 168 (삼락동, 경북보건대학교)",128.0842692,36.1385561
252,전문대학(3년제),김포대학교,"경기도 김포시 월곶면 김포대학로 97 (포내리, 김포대학교)",126.5468433,37.730214
253,전문대학(3년제),농협대학교,"경기도 고양시 덕양구 서삼릉길 281 (원당동, 농협대학)",126.872597,37.6593476
254,전문대학(2년제),대경대학교,"경상북도 경산시 자인면 단북1길 65 (단북리, 대경대학)",128.8228073,35.8348024
255,전문대학(2년제),대구공업대학교,"대구광역시 달서구 송현로 205 (본동, 대구공업대학)",128.5428287,35.8351221
256,전문대학(3년제),대구보건대학교,"대구광역시 북구 영송로 15 (태전동, 대구보건대학)",128.54346,35.9275855
257,전문대학(3년제),수성대학교,"대구광역시 수성구 달구벌대로528길 15 (만촌동, 수성대학교)",128.6478038,35.8540887
258,전문대학(2년제),대구과학대학교,"대구광역시 북구 영송로 47 (태전동, 대구과학대학)",128.5431422,35.929732
259,전문대학(2년제),대동대학교,"부산광역시 금정구 동부곡로27번길 88 (부곡동, 대동대학교)",129.0957527,35.2289854
260,전문대학(3년제),대림대학교,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학교)",126.9305429,37.4035869
261,전문대학(2년제),대원대학교,"충청북도 제천시 대학로 316 (신월동, 대원대학)",128.1902187,37.1763598
262,전문대학(2년제),동서울대학교,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학)",127.1292063,37.4595693
263,전문대학(2년제),대전보건대학교,"대전광역시 동구 충정로 21 (가양동, 대전보건대학)",127.4545614,36.3492399
264,전문대학(3년제),우송정보대학,"대전광역시 동구 백룡로 59 (자양동, 우송정보대학동캠퍼스)",127.4533369,36.3363555
265,전문대학(3년제),대전과학기술대학교,"대전광역시 서구 혜천로 100 (복수동, 대전과학기술대학교)",127.3752959,36.3028072
266,전문대학(2년제),아주자동차대학,"충청남도 보령시 주포면 대학길 106 (관산리, 아주자동차대학교)",126.5798964,36.4036057
267,전문대학(2년제),인천재능대학교,"인천광역시 동구 재능로 178 (송림동, 재능대학)",126.650667,37.4754913
268,전문대학(2년제),경북과학대학교,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교)",128.3462584,35.9827826
269,전문대학(3년제),동남보건대학교,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건대학)",126.9865215,37.2985738
270,전문대학(3년제),동부산대학교,"부산광역시 해운대구 운봉길 60 (반송동, 동부산대학교)",129.1478127,35.2329376
271,전문대학(3년제),동강대학교,"광주광역시 북구 동문대로 50 (풍향동, 동강대학교)",126.9232702,35.1694307
272,전문대학(3년제),동아방송예술대학교,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교)",127.3562577,37.0599243
273,전문대학(3년제),동아보건대학교,"전라남도 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교)",126.5677278,34.7304934
274,전문대학(3년제),동양미래대학교,"서울특별시 구로구 경인로 445 (고척동, 동양미래대학교)",126.8674738,37.5009342
275,전문대학(3년제),동원대학교,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학)",127.4018957,37.328624
276,전문대학(2년제),동의과학대학교,"부산광역시 부산진구 양지로 54 (양정동, 동의과학대학)",129.0727173,35.1655633
277,전문대학(3년제),동주대학교,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학)",128.997042,35.1051852
278,전문대학(2년제),두원공과대학교,"경기도 안성시 죽산면 관음당길 51 (장원리, 두원공과대학교)",127.4213084,37.0653779
279,전문대학(3년제),마산대학교,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학)",128.5033597,35.26013
280,전문대학(3년제),명지전문대학,"서울특별시 서대문구 가좌로 134 (홍은동, 명지전문대학)",126.9253758,37.5846948
281,전문대학(3년제),목포과학대학교,"전라남도 목포시 영산로 413-1 (상동, 목포과학대학)",126.4105128,34.8075488
282,전문대학(2년제),문경대학교,"경상북도 문경시 호계면 대학길 161 (별암리, 문경대학)",128.1726601,36.6576811
283,전문대학(3년제),배화여자대학교,"서울특별시 종로구 필운대로1길 34 (필운동, 배화여자대학)",126.9663873,37.5787899
284,전문대학(2년제),백제예술대학교,"전라북도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학교)",127.126859,35.9956885
285,전문대학(2년제),부산경상대학교,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학)",129.099679,35.184521
286,전문대학(2년제),부산여자대학교,"부산광역시 부산진구 진남로 506 (양정동, 부산여자대학)",129.072832,35.1684467
287,전문대학(2년제),부산과학기술대학교,"부산광역시 북구 시랑로132번길 88 (구포동, 부산과학기술대학교)",129.0041301,35.1947072
288,전문대학(2년제),부천대학교,"경기도 부천시 원미구 신흥로56번길 25 (심곡동, 부천대학)",126.7788799,37.4895545
289,전문대학(4년제),삼육보건대학교,서울특별시 동대문구 망우로 82 (휘경동),127.0643701,37.588158
290,전문대학(3년제),서영대학교,"광주광역시 북구 서강로 1 (운암동, 서영대학교)",126.8692185,35.1757436
291,전문대학(4년제),서울여자간호대학교,"서울특별시 서대문구 간호대로 38 (홍제동, 서울여자간호대학)",126.9475117,37.5974907
292,전문대학(3년제),서울예술대학교,"경기도 안산시 단원구 예술대학로 171 (고잔동, 서울예술대학)",126.8366207,37.3337513
293,전문대학(2년제),서일대학교,"서울특별시 중랑구 용마산로90길 28 (면목동, 서일대학)",127.0977235,37.5865976
294,전문대학(3년제),성운대학교,"경상북도 영천시 신녕면 대학길 105 (화남리, 성덕대학교)",128.7614481,36.0640276
295,전문대학(2년제),수원여자대학교,"경기도 수원시 권선구 온정로 72 (오목천동, 수원여자대학)",126.9635148,37.2523024
296,전문대학(3년제),수원과학대학교,"경기도 화성시 정남면 세자로 288 (보통리, 수원과학대학)",126.9821513,37.1925237
297,전문대학(4년제),순천제일대학교,"전라남도 순천시 제일대학길 17 (덕월동, 순천제일대학)",127.4863629,34.9335055
298,전문대학(3년제),청암대학교,"전라남도 순천시 녹색로 1641 (덕월동, 순천청암대학)",127.4894102,34.9275326
299,전문대학(2년제),숭의여자대학교,"서울특별시 중구 소파로2길 10 (예장동, 숭의여자대학)",126.9875385,37.5568347
300,전문대학(3년제),신구대학교,"경기도 성남시 중원구 광명로 377 (금광동, 신구대학)",127.1681639,37.4488479
301,전문대학(3년제),신성대학교,"충청남도 당진시 정미면 대학로 1 (덕마리, 신성대학교)",126.5935089,36.8520471
302,전문대학(3년제),안동과학대학교,"경상북도 안동시 서후면 서선길 189 (교리, 안동과학대학교)",128.6544376,36.5901126
303,전문대학(2년제),신안산대학교,"경기도 안산시 단원구 신안산대학로 135 (초지동, 안산공과대학)",126.8074319,37.3113848
304,전문대학(3년제),안산대학교,"경기도 안산시 상록구 안산대학로 155 (일동, 안산대학교)",126.8758032,37.3093058
305,전문대학(3년제),연성대학교,"경기도 안양시 만안구 양화로37번길 34 (안양동, 연성대학교)",126.9081855,37.396913
306,전문대학(2년제),동원과학기술대학교,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교)",129.0677696,35.3434207
307,전문대학(2년제),여주대학교,"경기도 여주시 세종로 338 (교동, 여주대학)",127.6342961,37.2694305
308,전문대학(3년제),연암공과대학교,"경상남도 진주시 진주대로629번길 35 (가좌동, 연암공업대학)",128.0989282,35.1647194
309,전문대학(2년제),연암대학교,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학)",127.1556727,36.94944
310,전문대학(2년제),영남이공대학교,"대구광역시 남구 현충로 170 (대명동, 영남이공대학)",128.5848137,35.8473454
311,전문대학(3년제),강릉영동대학교,"강원도 강릉시 공제로 357 (홍제동, 강릉영동대학)",128.8557833,37.7472195
312,전문대학(4년제),세경대학교,"강원도 영월군 영월읍 하송로 197 (하송리, 세경대학)",128.4537804,37.1741928
313,전문대학(2년제),영진전문대학교,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)",128.6220608,35.8963161
314,전문대학(3년제),오산대학교,"경기도 오산시 청학로 45 (청학동, 오산대학)",127.0608771,37.1556882
315,전문대학(3년제),용인송담대학교,"경기도 용인시 처인구 동부로 61 (마평동, 용인송담대학)",127.218021,37.2285484
316,전문대학(3년제),울산과학대학교,"울산광역시 동구 봉수로 101 (화정동, 울산과학대학동부캠퍼스)",129.4161574,35.4956324
317,전문대학(3년제),한국영상대학교,"세종특별자치시 장군면 대학길 300 (금암리, 한국영상대학교)",127.2098703,36.4627789
318,전문대학(3년제),원광보건대학교,"전라북도 익산시 익산대로 514 (신용동, 원광보건대학)",126.9551932,35.971451
319,전문대학(2년제),유한대학교,"경기도 부천시 소사구 경인로 590 (괴안동, 유한대학)",126.8214433,37.4873198
320,전문대학(2년제),인덕대학교,"서울특별시 노원구 초안산로 12 (월계동, 인덕대학)",127.0555346,37.6314365
321,전문대학(3년제),인하공업전문대학,"인천광역시 미추홀구 인하로 100 (용현동, 인하대,인하공전,정석항공고)",126.6590547,37.4489615
322,전문대학(2년제),장안대학교,"경기도 화성시 봉담읍 삼천병마로 1182 (상리, 장안대학)",126.9463047,37.2124308
323,전문대학(2년제),전남과학대학교,전라남도 곡성군 옥과면 대학로 113 (옥과리),127.1310422,35.2753636
324,전문대학(2년제),전주비전대학교,"전라북도 전주시 완산구 천잠로 235 (효자동2가, 전주비전대학)",127.0901142,35.8089562
325,전문대학(2년제),전북과학대학교,"전라북도 정읍시 정읍사로 509 (시기동, 전북과학대학)",126.8609508,35.5487076
326,전문대학(2년제),제주관광대학교,"제주특별자치도 제주시 애월읍 평화로 2715 (광령리, 제주관광대학)",126.4341351,33.4481273
327,전문대학(2년제),조선이공대학교,"광주광역시 동구 필문대로 309-1 (서석동, 조선이공대학)",126.9307968,35.1395262
328,전문대학(4년제),조선간호대학교,"광주광역시 동구 필문대로 309-2 (서석동, 조선간호대학교)",126.9281543,35.1385294
329,전문대학(2년제),충북보건과학대학교,"충청북도 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교)",127.5525502,36.7016834
330,전문대학(3년제),진주보건대학교,"경상남도 진주시 의병로 51 (상봉동, 진주보건대학)",128.0665722,35.1980045
331,전문대학(3년제),창원문성대학교,"경상남도 창원시 의창구 충혼로 91 (두대동, 창원문성대학)",128.6603793,35.233721
332,전문대학(4년제),백석문화대학교,"충청남도 천안시 동남구 문암로 58 (안서동, 백석문화대학교)",127.1832505,36.8386381
333,전문대학(3년제),청강문화산업대학교,"경기도 이천시 마장면 청강가창로 389-94 (해월리, 청강문화산업대학)",127.3541386,37.2048857
334,전문대학(3년제),춘해보건대학교,"울산광역시 울주군 웅촌면 대학길 9 (곡천리, 춘해보건대학)",129.1969281,35.4580417
335,전문대학(2년제),대덕대학교,"대전광역시 유성구 가정북로 68 (장동, 대덕대학교)",127.3656659,36.3905466
336,전문대학(2년제),충청대학교,"충청북도 청주시 흥덕구 강내면 월곡길 38 (월곡리, 충청대학)",127.3683227,36.6195606
337,전문대학(2년제),강원관광대학교,"강원도 태백시 대학길 97 (황지동, 강원관광대학)",128.9742386,37.1619016
338,전문대학(2년제),국제대학교,"경기도 평택시 장안웃길 56 (장안동, 국제대학교)",127.0804268,37.0649553
339,전문대학(3년제),선린대학교,"경상북도 포항시 북구 흥해읍 초곡길36번길 30 (초곡리, 선린대학)",129.3328448,36.0908584
340,전문대학(3년제),포항대학교,"경상북도 포항시 북구 흥해읍 신덕로 60 (죽천리, 포항대학교)",129.4108701,36.0858736
341,전문대학(3년제),제주한라대학교,"제주특별자치도 제주시 한라대학로 38 (노형동, 제주한라대학)",126.4746136,33.4764903
342,전문대학(3년제),한림성심대학교,"강원도 춘천시 동면 장학길 48 (장학리, 한림성심대학교)",127.7554401,37.8987968
343,전문대학(2년제),한양여자대학교,"서울특별시 성동구 살곶이길 200 (사근동, 한양여자대학)",127.0494399,37.5584035
344,전문대학(2년제),한영대학교,"전라남도 여수시 장군산길 18-43 (여서동, 한영대학)",127.7153454,34.7536817
345,전문대학(3년제),혜전대학교,충청남도 홍성군 홍성읍 대학1길 19 (남장리),126.6592026,36.5797631
346,전문대학(2년제),경기과학기술대학교,"경기도 시흥시 경기과기대로 269 (정왕동, 경기과학기술대학교)",126.7363746,37.3389313
347,전문대학(2년제),부산예술대학교,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학)",129.0842546,35.1424572
348,전문대학(2년제),전남도립대학교,"전라남도 담양군 담양읍 죽녹원로 152 (향교리, 전남도립대학)",126.9909343,35.3273038
349,전문대학(2년제),송호대학교,"강원도 횡성군 횡성읍 남산로 210 (남산리, 송호대학교)",128.0014025,37.472311
350,전문대학(2년제),한국관광대학교,"경기도 이천시 신둔면 이장로311번길 197-73 (고척리, 한국관광대학)",127.3770439,37.2826569
351,전문대학(3년제),서정대학교,"경기도 양주시 은현면 화합로 1049-56 (용암리, 서정대학)",127.03802,37.8566836
352,전문대학(2년제),송곡대학교,"강원도 춘천시 남산면 송곡대학길 34 (창촌리, 송곡대학교)",127.651243,37.7918887
353,전문대학(3년제),웅지세무대학교,"경기도 파주시 탄현면 웅지로144번길 73 (금승리, 웅지세무대학)",126.7356203,37.8181461
354,전문대학(3년제),김해대학교,"경상남도 김해시 삼안로112번길 198 (삼방동, 김해대학교)",128.9133363,35.2531511
355,전문대학(2년제),한국승강기대학교,"경상남도 거창군 거창읍 운정1길 120 (송정리, 한국승강기대학)",127.8962936,35.6749257
356,각종대학(대학),순복음총회신학교,충청북도 제천시 덕산면 도전로 320 (도전리),128.167536,36.9042637
357,대학교,한국과학기술원,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",127.3617228,36.3710949
358,대학교,광주과학기술원,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원)",126.8374119,35.2291281
359,대학교,대구경북과학기술원,대구광역시 달성군 현풍면 테크노중앙대로 333 (상리),128.4581458,35.7047447
360,각종대학(대학),한국예술종합학교,"서울특별시 성북구 화랑로32길 146-37 (석관동, 한국종합예술학교)",127.0564386,37.604737
361,대학교,한국전통문화대학교,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교)",126.8966105,36.3084951
362,전문대학(3년제),한국농수산대학,"전라북도 전주시 덕진구 콩쥐팥쥐로 1515 (중동, 한국농수산대학)",127.0673207,35.8278801
363,전문대학(3년제),한국골프대학교,"강원도 횡성군 우천면 하대5길 109 (하대리, 한국골프대학교)",128.0754386,37.4670336
364,기능대학,ICT폴리텍대학,"경기도 광주시 순암로 16-26 (역동, ICT폴리텍대학)",127.2479236,37.3966965
365,기능대학,한국폴리텍대학 서울정수캠퍼스,"서울특별시 용산구 보광로 73 (보광동, 한국폴리텍1대학서울정수캠퍼스)",126.996511,37.5291772
366,기능대학,한국폴리텍대학 서울강서캠퍼스,"서울특별시 강서구 우장산로10길 112 (화곡동, 한국폴리텍대학서울강서캠퍼스)",126.8423716,37.5496709
367,기능대학,한국폴리텍 I 대학 성남캠퍼스,"경기도 성남시 수정구 수정로 398 (산성동, 한국폴리텍I대학성남캠퍼스)",127.153349,37.4587085
368,기능대학,한국폴리텍 I 대학 제주캠퍼스,"제주특별자치도 제주시 산천단동3길 2 (아라일동, 한국폴리택대학제주캠퍼스)",126.5612947,33.4477478
369,기능대학,한국폴리텍대학 인천캠퍼스,"인천광역시 부평구 무네미로448번길 56 (구산동, 한국폴리텍Ⅱ대학)",126.7556954,37.4775091
370,기능대학,한국폴리텍 II 대학 남인천캠퍼스,"인천광역시 미추홀구 염전로333번길 23 (주안동, 한국폴리텍대학남인천캠퍼스)",126.6767299,37.4720648
371,기능대학,한국폴리텍 III 대학 춘천캠퍼스,"강원도 춘천시 동산면 영서로 1290-31 (원창리, 한국폴리텍Ⅲ대학)",127.7786161,37.7990988
372,기능대학,한국폴리텍 III 대학 강릉캠퍼스,"강원도 강릉시 남산초교길 121 (노암동, 한국폴리텍3대학)",128.8899384,37.7377671
373,기능대학,한국폴리텍 III 대학 원주캠퍼스,"강원도 원주시 북원로2425번길 73 (우산동, 한국폴리텍3대학)",127.9358432,37.3630267
374,기능대학,한국폴리텍 IV 대학 대전캠퍼스,"대전광역시 동구 우암로 352-21 (가양동, 한국폴리텍대학대전캠퍼스)",127.4542945,36.3507799
375,기능대학,한국폴리텍IV 대학 청주캠퍼스,"충청북도 청주시 흥덕구 산단로 54 (송정동, 한국폴리텍Ⅳ대학청주캠퍼스)",127.4489029,36.638976
376,기능대학,한국폴리텍 IV 대학 아산캠퍼스,"충청남도 아산시 신창면 행목로 45 (행목리, 한국폴리텍Ⅳ대학아산캠퍼스)",126.9502478,36.7718814
377,기능대학,한국폴리텍 IV 대학 홍성캠퍼스,"충청남도 홍성군 홍성읍 충서로 1200 (남장리, 홍성기능대학)",126.6570854,36.5832988
378,기능대학,한국폴리텍V대학 광주캠퍼스,"광주광역시 북구 하서로 85 (운암동, 한국폴리텍V대학)",126.8795681,35.1839431
379,기능대학,한국폴리텍 V 대학 김제캠퍼스,"전라북도 김제시 백학제길 154 (백학동, 한국폴리텍V대학)",126.9400539,35.8106199
380,기능대학,한국폴리텍V대학 목포캠퍼스,"전라남도 무안군 청계면 영산로 1854-16 (상마리, 한국폴리텍V대학목포캠퍼스)",126.4302756,34.9224049
381,기능대학,한국폴리텍대학 익산캠퍼스,"전라북도 익산시 선화로 579 (어양동, 한국폴리텍V대학)",126.9917011,35.9516108
382,기능대학,한국폴리텍 V 대학 순천캠퍼스,"전라남도 순천시 기적의도서관1길 41 (조례동, 한국폴리텍대학순천캠퍼스)",127.5263403,34.9522921
383,기능대학,한국폴리텍대학 대구캠퍼스,"대구광역시 서구 국채보상로43길 15 (평리동, 한국폴리텍6대학)",128.5528879,35.873058
384,기능대학,한국폴리텍대학 구미캠퍼스,경상북도 구미시 수출대로3길 84 (공단동),128.3731344,36.1181673
385,기능대학,한국폴리텍 Ⅵ 대학 영주캠퍼스,"경상북도 영주시 가흥로 2 (문정동, 한국폴리텍VI대학)",128.6020226,36.8009075
386,기능대학,한국폴리텍대학 창원캠퍼스,"경상남도 창원시 성산구 외동반림로 51-88 (중앙동, 한국폴리텍VII대학)",128.6684714,35.2277723
387,기능대학,한국폴리텍Ⅶ대학 부산캠퍼스,"부산광역시 북구 만덕대로155번길 99 (덕천동, 한국폴리텍VII대학부산캠퍼스)",129.0190789,35.2187575
388,기능대학,한국폴리텍 VII 대학 울산캠퍼스,"울산광역시 중구 산전길 155 (동동, 한국폴리텍7대학울산캠퍼스)",129.3480222,35.5785034
389,기능대학,한국폴리텍대학바이오캠퍼스,"충청남도 논산시 강경읍 동안로112번길 48 (채운리, 한국폴리텍바이오대학)",127.0219608,36.1455159
390,기능대학,한국폴리텍대학 영남융합기술캠퍼스,대구광역시 동구 팔공로 222 (봉무동),128.6427538,35.9196952
391,기능대학,한국폴리텍대학 항공캠퍼스,"경상남도 사천시 대학길 46 (이금동, 한국폴리텍항공대학)",128.1073387,34.9482641
